pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl24cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb23cd
"AL2 1RP","AL2  1RP","AL2 1RP","198001","","0","517838","0204097","1","E00120390","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027474","E38000079","E63011616","RLN1","5A2",51.723228,-0.295380,"E37000048","","E23000027",27603,"E54000025"
"AL2 1RQ","AL2  1RQ","AL2 1RQ","198001","","0","517884","0203928","1","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.721700,-0.294771,"E37000048","","E23000027",27603,"E54000025"
"AL2 1RR","AL2  1RR","AL2 1RR","198001","","0","517712","0204069","1","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723003,-0.297212,"E37000048","","E23000027",27603,"E54000025"
"AL2 1RS","AL2  1RS","AL2 1RS","198001","","0","517654","0204024","1","E00120373","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","7C3",51.722610,-0.298067,"E37000048","","E23000027",19205,"E54000025"
"AL2 1RT","AL2  1RT","AL2 1RT","198001","","0","517656","0204078","1","E00120373","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","7C3",51.723095,-0.298020,"E37000048","","E23000027",19205,"E54000025"
"AL2 1RU","AL2  1RU","AL2 1RU","198001","","0","517664","0204159","1","E00120389","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027477","E38000079","E63011616","RLN1","5A2",51.723822,-0.297877,"E37000048","","E23000027",27603,"E54000025"
"AL2 1RW","AL2  1RW","AL2 1RW","198001","","0","517675","0203940","1","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721851,-0.297791,"E37000048","","E23000027",19205,"E54000025"
"AL2 1RX","AL2  1RX","AL2 1RX","198001","","0","517539","0204274","1","E00120389","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027477","E38000079","E63011616","RLN1","5A2",51.724881,-0.299647,"E37000048","","E23000027",27603,"E54000025"
"AL2 1RY","AL2  1RY","AL2 1RY","200604","","0","517959","0203660","1","E00120380","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A3",51.719275,-0.293776,"E37000048","","E23000027",22327,"E54000025"
"AL2 1RZ","AL2  1RZ","AL2 1RZ","198001","","0","517737","0204131","1","E00120373","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","7C3",51.723555,-0.296830,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SA","AL2  1SA","AL2 1SA","198001","","0","517718","0203968","1","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.722094,-0.297160,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SB","AL2  1SB","AL2 1SB","199208","199212","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SD","AL2  1SD","AL2 1SD","199907","200009","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SE","AL2  1SE","AL2 1SE","199301","200203","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1SF","AL2  1SF","AL2 1SF","199308","199501","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SG","AL2  1SG","AL2 1SG","199308","199405","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SH","AL2  1SH","AL2 1SH","199405","200006","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1SJ","AL2  1SJ","AL2 1SJ","199405","199606","0","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SL","AL2  1SL","AL2 1SL","199412","199507","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SN","AL2  1SN","AL2 1SN","199412","199507","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SP","AL2  1SP","AL2 1SP","199501","200604","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1SQ","AL2  1SQ","AL2 1SQ","199308","199405","1","517700","0203900","8","E00120372","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023708","E02004941","E33027475","E38000079","E63011616","RLN1","4A1",51.721486,-0.297443,"E37000048","","E23000027",19205,"E54000025"
"AL2 1SR","AL2  1SR","AL2 1SR","199512","200408","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1SS","AL2  1SS","AL2 1SS","200702","","0","517074","0204413","1","E00120384","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023705","E02004941","E33027477","E38000079","E63999999","RLN1","4A3",51.726228,-0.306330,"E37000048","","E23000027",14738,"E54000025"
"AL2 1SW","AL2  1SW","AL2 1SW","199501","199812","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1TA","AL2  1TA","AL2 1TA","198001","","0","518568","0203696","1","E00120374","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A3",51.719471,-0.284952,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TB","AL2  1TB","AL2 1TB","198001","","0","518627","0203623","1","E00120369","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.718802,-0.284123,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TD","AL2  1TD","AL2 1TD","198001","","0","518620","0203732","1","E00120374","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A3",51.719783,-0.284187,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TE","AL2  1TE","AL2 1TE","198001","","0","518661","0203556","1","E00120369","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.718193,-0.283654,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TF","AL2  1TF","AL2 1TF","198001","","0","518718","0203554","1","E00120382","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","4A2",51.718163,-0.282830,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TG","AL2  1TG","AL2 1TG","198001","","0","518668","0203672","1","E00120369","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.719234,-0.283513,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TH","AL2  1TH","AL2 1TH","198001","","0","518774","0203584","1","E00120369","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.718420,-0.282009,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TJ","AL2  1TJ","AL2 1TJ","198001","","0","518873","0203503","1","E00120382","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","4A2",51.717671,-0.280604,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TL","AL2  1TL","AL2 1TL","198001","","0","518757","0203539","1","E00120369","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.718020,-0.282270,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TN","AL2  1TN","AL2 1TN","198109","","0","518546","0203609","1","E00120381","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A2",51.718693,-0.285300,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TP","AL2  1TP","AL2 1TP","201402","","0","518550","0203660","1","E00120374","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33027478","E38000079","E63011616","RLN1","5A3",51.719151,-0.285225,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TT","AL2  1TT","AL2 1TT","199712","201107","1","518372","0203949","1","E00120370","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33024313","E38000079","E63011616","RLN1","5B3",51.721786,-0.287702,"E37000048","","E23000027",22327,"E54000025"
"AL2 1TW","AL2  1TW","AL2 1TW","198604","199912","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1UA","AL2  1UA","AL2 1UA","200301","","0","516961","0203963","1","E00169677","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63011616","RLN1","5A2",51.722207,-0.308116,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UB","AL2  1UB","AL2 1UB","200305","","0","516967","0204039","1","E00169672","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033028","E02004941","E33027476","E38000079","E63011616","RLN1","4A3",51.722889,-0.308004,"E37000048","","E23000027",24353,"E54000025"
"AL2 1UD","AL2  1UD","AL2 1UD","200501","","0","516296","0204070","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.723307,-0.317703,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UE","AL2  1UE","AL2 1UE","200310","","0","516398","0204273","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.725110,-0.316159,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UF","AL2  1UF","AL2 1UF","200305","","0","516498","0204269","1","E00169673","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","4A1",51.725053,-0.314713,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UG","AL2  1UG","AL2 1UG","200306","","0","516432","0204185","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.724312,-0.315697,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UH","AL2  1UH","AL2 1UH","200501","","0","517142","0203914","1","E00169674","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63011616","RLN1","4A3",51.721729,-0.305513,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UJ","AL2  1UJ","AL2 1UJ","200611","","0","516359","0203941","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.722134,-0.316835,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UL","AL2  1UL","AL2 1UL","200411","","0","516926","0204212","1","E00169672","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033028","E02004941","E33027476","E38000079","E63011616","RLN1","4A3",51.724452,-0.308539,"E37000048","","E23000027",24353,"E54000025"
"AL2 1UN","AL2  1UN","AL2 1UN","200406","","0","516725","0204169","1","E00169673","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","4A1",51.724107,-0.311462,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UP","AL2  1UP","AL2 1UP","200504","","0","516688","0204252","1","E00169673","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","4A1",51.724861,-0.311970,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UQ","AL2  1UQ","AL2 1UQ","200305","","0","516466","0204246","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.724853,-0.315184,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UR","AL2  1UR","AL2 1UR","200407","","0","516774","0204224","1","E00169672","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033028","E02004941","E33027476","E38000079","E63011616","RLN1","4A3",51.724592,-0.310734,"E37000048","","E23000027",24353,"E54000025"
"AL2 1US","AL2  1US","AL2 1US","200409","","0","516568","0204135","1","E00169673","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","4A1",51.723834,-0.313745,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UT","AL2  1UT","AL2 1UT","200607","","0","516425","0204030","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.722920,-0.315850,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UW","AL2  1UW","AL2 1UW","200306","","0","516507","0204148","1","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.723964,-0.314624,"E37000048","","E23000027",24035,"E54000025"
"AL2 1UX","AL2  1UX","AL2 1UX","200507","","0","516662","0203921","1","E00169676","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.721892,-0.312457,"E37000048","","E23000027",24035,"E54000025"
"AL2 1WA","AL2  1WA","AL2 1WA","200206","200307","1","518372","0203949","5","E00120370","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33024313","E38000079","E63011616","RLN1","5B3",51.721786,-0.287702,"E37000048","","E23000027",22327,"E54000025"
"AL2 1WB","AL2  1WB","AL2 1WB","200301","200602","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1WD","AL2  1WD","AL2 1WD","199706","199906","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1WH","AL2  1WH","AL2 1WH","200408","200411","1","516503","0204132","5","E00169678","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","5A2",51.723821,-0.314687,"E37000048","","E23000027",24035,"E54000025"
"AL2 1WJ","AL2  1WJ","AL2 1WJ","200207","200806","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1WW","AL2  1WW","AL2 1WW","201407","","0","516677","0204160","1","E00169673","E10000015","E58000649","E07000240","E05013960","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01033029","E02004941","E33027476","E38000079","E63999999","RLN1","4A1",51.724037,-0.312160,"E37000048","","E23000027",24035,"E54000025"
"AL2 1WX","AL2  1WX","AL2 1WX","200207","200309","1","518372","0203949","5","E00120370","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33024313","E38000079","E63011616","RLN1","5B3",51.721786,-0.287702,"E37000048","","E23000027",22327,"E54000025"
"AL2 1WZ","AL2  1WZ","AL2 1WZ","200408","200602","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XA","AL2  1XA","AL2 1XA","201110","201804","1","517321","0206803","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747655,-0.301949,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XB","AL2  1XB","AL2 1XB","199412","200908","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XD","AL2  1XD","AL2 1XD","199201","199806","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1XE","AL2  1XE","AL2 1XE","199208","199412","1","518300","0203600","8","E00120370","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023704","E02004941","E33024313","E38000079","E63011616","RLN1","5B3",51.718664,-0.288862,"E37000048","","E23000027",22327,"E54000025"
"AL2 1XF","AL2  1XF","AL2 1XF","200207","200408","1","517328","0206823","5","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XN","AL2  1XN","AL2 1XN","200606","200607","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XP","AL2  1XP","AL2 1XP","200404","200605","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XQ","AL2  1XQ","AL2 1XQ","200304","200405","1","517328","0206823","5","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XR","AL2  1XR","AL2 1XR","200403","200507","1","517328","0206823","5","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1XZ","AL2  1XZ","AL2 1XZ","200208","200709","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1YL","AL2  1YL","AL2 1YL","200207","200307","1","517328","0206823","5","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1YZ","AL2  1YZ","AL2 1YZ","200307","200310","1","517328","0206823","5","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZD","AL2  1ZD","AL2 1ZD","200012","200201","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZE","AL2  1ZE","AL2 1ZE","199712","200006","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1ZF","AL2  1ZF","AL2 1ZF","199806","199912","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1ZG","AL2  1ZG","AL2 1ZG","199806","199912","1","517760","0204095","6","E00120393","E10000015","E58000649","E07000240","E05013957","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023706","E02004941","E33027475","E38000079","E63011616","RLN1","4A3",51.723226,-0.296509,"E37000048","","E23000027",27603,"E54000025"
"AL2 1ZH","AL2  1ZH","AL2 1ZH","200210","200711","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
"AL2 1ZJ","AL2  1ZJ","AL2 1ZJ","200012","201009","1","517328","0206823","1","E00120196","E10000015","E58000664","E07000240","E05013949","E40000013","E92000001","E12000006","E14001507","E30000237","E07000240","E65000001","E01023667","E02004936","E33027453","E38000079","E63011552","UN1","5A2",51.747834,-0.301841,"E37000048","","E23000027",30628,"E54000025"
